id,name,type,location,startDate,endDate,website,hostingTeams
"102851","Big Island Brawl 2018","Invitational","Hilo, HI","2018-05-31","2018-06-03","https://www.facebook.com/BigIslandBrawl/","7761"
"110481","Big Island Brawl 2019","Invitational","Hilo, HI, USA","2019-06-20","2019-06-23","https://www.facebook.com/events/471369396944353/","7761"
"58248","Big Sky Brawl","Invitational","Billings, MT","2015-04-25","2015-04-26","http://bigskybrawl.weebly.com/","21374"
"45380","Birthday Bashing","Invitational","Karlsruhe, Germany","2014-03-29","2014-03-30","http://birthdaybashing.rockarollers.de/","17968"
"95105","Birthday Brawl 2017","Invitational","Kaiserslautern, Germany","2017-06-24","2017-06-25","","11038"
"102197","Block In Turin 2018","Seeded Bracket","Turin, Italy","2018-06-09","2018-06-10","","30531"
"82359","Block Party 2016","Invitational","Whitewood, Saskatchewan","2016-06-04","2016-06-05","https://www.facebook.com/events/1581314852180703/?active_tab=highlights","26838"
"93057","Block'n'Roll #2","Invitational","La Roche sur Yon, France","2017-05-13","2017-05-14","https://www.facebook.com/events/1864569010459558/","66234"
"36628","Bloed, skates en tranen","Invitational","Eindhoven, Netherlands","2013-12-14","2013-12-15","http://bloedskatesentranen.nl/","19172"
"64981","Bloed, Skates en Tranen - Dutch Championships 2015","Seeded Bracket","Eindhoven","2015-05-30","2015-05-31","","19172"
"27429","Blood and Roll Birthday","Invitational","Rouen, France","2013-02-16","2013-02-17","","11071"
"83016","Blood Bath & Beyond","Invitational","Nelson, BC, Canada","2016-06-25","2016-06-25","https://www.facebook.com/events/1677334475848661/","9927"
"10006","Bloodspill on the Hill","Invitational","Rideau, Ontario","2011-06-18","2011-06-18","https://www.facebook.com/events/129359900469106/","8060"
"103192","Bmore Classic 2018","Seeded Bracket","Laurel, MD","2018-07-14","2018-07-15","https://www.facebook.com/events/2043098619036982/","3395"
"70511","Bombers' B-52 Blowout","Invitational","Boulder, CO","2015-09-19","2015-09-19","https://www.facebook.com/events/1658054017743881/1677156359166980","16730"
"43652","Boom State Clash 2013","Invitational","","2013-09-28","2013-09-29","https://www.facebook.com/pages/The-Boom-State-Clash/482685581812556",""
"43653","Boom State Clash 2014","Invitational","Mirrabooka, WA, Australia","2014-09-27","2014-09-28","https://www.facebook.com/pages/The-Boom-State-Clash/482685581812556",""
"85628","Boom State Clash 2016","Invitational","Perth, Western Australia","2016-09-24","2016-09-25","","21378"
"110113","Boom State Clash 2019","Invitational","WA, Australia","2019-04-01","2019-09-01","","85570,41184"
"35495","Border Battle","Invitational","Saint Paul, MN","2013-07-20","2013-07-20","https://www.facebook.com/events/566628620043077/566628626709743/","10399"
"42975","BOTAS I 2013-14","Seeded Bracket","Hatfield, PA","2013-12-13","2013-12-15","","27355,53582"
"58297","BOTAS II 2015","Seeded Bracket","Hatfield, PA","2015-02-06","2015-02-08","https://www.facebook.com/pages/Battle-of-the-All-Stars/407781326015294","27355,53582"
"75035","BOTAS III 2016","Seeded Bracket","Hatfield, PA","2016-02-19","2016-02-21","https://www.facebook.com/Battle-of-the-All-Stars-State-Tournament-407781326015294/?fref=nf","27355,53582"
"88783","BOTAS IV 2017","Seeded Bracket","Hatfield, PA","2017-02-16","2017-02-19","https://www.facebook.com/events/1176173319110394/","53582,27355"
"97548","BOTAS V 2018","Seeded Bracket","Hatfield, PA","2018-01-11","2018-01-14","","27355,53582"
"102921","BOTAS VI 2019","Seeded Bracket","Hatfield, PA","2019-02-21","2019-02-24","","27355,53582"
"112566","BOTAS VII 2020","Seeded Bracket","Hatfield, PA","2020-02-13","2020-02-16","","27355,53582"
"61093","Boys and Girls Clubbing","Invitational","Orangeville, ON, Canada","2015-03-07","2015-03-07","https://www.facebook.com/events/1533914716857875/","27572,36683"
"98133","Brabo Cup 2017","Invitational","Antwerp, Belgium","2017-11-04","2017-11-05","https://www.facebook.com/Brabocup/","11037"
"105299","Brabo Cup 2018","Invitational","Antwerp, Belgium","2018-11-03","2018-11-04","https://www.facebook.com/Brabocup/","11037"
"112022","Brabo Cup 2019","Invitational","Antwerp, Belgium","2019-11-02","2019-11-03","","11037"
"75740","Brandies","Invitational","","2016-05-14","2016-05-15","",""
"58298","Brasileirão III","Invitational","Vila Velha, Espirito Santo, Brasil","2014-11-14","2014-11-16","","55803"
"71929","Brasileirão IV","Invitational","Santos, São Paulo, Brazil","2015-11-14","2015-11-15","http://www.thunderrats.com.br/brasileirao/","55821"
"87870","Brasileirão V","Invitational","","2016-10-15","2016-10-16","",""
"3490","Brawl of America","North Central Regional","St Paul, MN","2009-09-18","2009-09-20","",""
"109914","Brawlcelona #4 2019","Invitational","Barcelona, Spain","2019-05-18","2019-05-19","https://www.facebook.com/events/1099880043552881/?active_tab=about","11040"
"94898","Brawlcelona 2017","Invitational","Barcelona, Spain","2017-06-10","2017-06-11","https://www.facebook.com/events/1288145794640373/","11040"
"101897","Brawlcelona 2018","Invitational","Barcelona, Spain","2018-05-19","2018-05-20","","11040"
"4195","Bridgetown Brawl","Western Regional","Portland, OR","2011-09-23","2011-09-25","http://www.bridgetownbrawl.com/",""
"66927","British Roller Derby Championships 2015: Men T1 Premier","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66928","British Roller Derby Championships 2015: Men T2 National","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66929","British Roller Derby Championships 2015: Men T3 Regional","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66908","British Roller Derby Championships 2015: Women T1 Premier","Invitational","UK","2015-01-01","2015-12-31","",""
"66909","British Roller Derby Championships 2015: Women T2 North","Invitational","UK","2015-01-01","2015-12-31","",""
"68874","British Roller Derby Championships 2015: Women T2 Playoffs","Seeded Bracket","London, England, UK","2015-09-19","2015-09-22","","7947"
"66910","British Roller Derby Championships 2015: Women T2 South","Invitational","UK","2015-01-01","2015-12-31","",""
"66913","British Roller Derby Championships 2015: Women T3 East","Invitational","UK","2015-01-01","2015-12-31","",""
"66911","British Roller Derby Championships 2015: Women T3 North","Invitational","UK","2015-01-01","2015-12-31","",""
"66912","British Roller Derby Championships 2015: Women T3 South","Invitational","UK","2015-01-01","2015-12-31","",""
"66914","British Roller Derby Championships 2015: Women T3 West","Invitational","UK","2015-01-01","2015-12-31","",""
"66923","British Roller Derby Championships 2015: Women T4 Central North","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66924","British Roller Derby Championships 2015: Women T4 Central South","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66921","British Roller Derby Championships 2015: Women T4 North","Invitational","UK","2015-01-01","2015-12-31","",""
"71914","British Roller Derby Championships 2015: Women T4 Playoffs - Northern","Seeded Bracket","UK","2015-11-21","2015-11-21","www.britishchamps.com","8972"
"71916","British Roller Derby Championships 2015: Women T4 Playoffs - Southern","Seeded Bracket","UK","2015-11-22","2015-11-22","www.britishchamps.com","7735"
"71915","British Roller Derby Championships 2015: Women T4 Playoffs - Western","Seeded Bracket","UK","2015-11-22","2015-11-22","www.britishchamps.com","20665"
"66925","British Roller Derby Championships 2015: Women T4 South East","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66926","British Roller Derby Championships 2015: Women T4 South West","Invitational","UK","2015-01-01","2015-12-31","http://www.britishchamps.com/",""
"66922","British Roller Derby Championships 2015: Women T4 West","Invitational","UK","2015-01-01","2015-12-31","",""
"75260","British Roller Derby Championships 2016: Men Tier 1 Premier","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"74897","British Roller Derby Championships 2016: Men Tier 2","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75258","British Roller Derby Championships 2016: Men Tier 3 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75259","British Roller Derby Championships 2016: Men Tier 3 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75174","British Roller Derby Championships 2016: Women Tier 1 Premier","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75223","British Roller Derby Championships 2016: Women Tier 2 North","Invitational","United Kingdom","2016-01-01","2016-12-31","http://www.britishchamps.com/","8934,7736,7951,8933,8953,8955"
"75224","British Roller Derby Championships 2016: Women Tier 2 South","Invitational","United Kingdom","2016-01-01","2016-12-31","http://www.britishchamps.com/","8950,7739,7773,7947,8971,8979"
"74841","British Roller Derby Championships 2016: Women Tier 3 East","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75262","British Roller Derby Championships 2016: Women Tier 3 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75251","British Roller Derby Championships 2016: Women Tier 3 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"74843","British Roller Derby Championships 2016: Women Tier 3 West","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75254","British Roller Derby Championships 2016: Women Tier 4 East","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75256","British Roller Derby Championships 2016: Women Tier 4 North","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75257","British Roller Derby Championships 2016: Women Tier 4 South","Invitational","United Kingdom","2016-01-01","2016-12-31","www.britishchamps.com",""
"75255","British Roller Derby Championships 2016: Women Tier 4 West","Invitational","United Kingdom","2016-01-01","2016-12-01","www.britishchamps.com",""
"74176","British Roller Derby Championships 2016: Women Tier 5 Local","Invitational","UK","2016-01-01","2016-12-31","www.britishchamps.com",""
"88822","British Roller Derby Championships 2017: Mens T1 Premier","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88823","British Roller Derby Championships 2017: Mens T2 National","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88824","British Roller Derby Championships 2017: Mens T3 Regional","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88818","British Roller Derby Championships 2017: Womens T1 UKRDA Premier","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88819","British Roller Derby Championships 2017: Womens T2 UKRDA National","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88820","British Roller Derby Championships 2017: Womens T3 Regional","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"88821","British Roller Derby Championships 2017: Womens T4 Local","Invitational","UK","2017-01-01","2017-12-31","http://www.britishchamps.com/",""
"99302","British Roller Derby Championships 2018: Mens T1 Premier","Invitational","UK","2018-01-01","2018-06-23","http://www.britishchamps.com/",""
"99268","British Roller Derby Championships 2018: Mens T2 National","Invitational","UK","2018-01-01","2018-12-31","http://www.britishchamps.com/",""
"99281","British Roller Derby Championships 2018: Mens T3 Regional","Invitational","UK","2018-01-01","2018-12-31","http://www.britishchamps.com/",""
"99475","British Roller Derby Championships 2018: Womens T1 UKRDA Premier","Invitational","UK","2018-01-01","2018-12-31","",""
"99161","British Roller Derby Championships 2018: Womens T2 UKRDA National","Invitational","UK","2018-01-01","2018-12-31","http://www.britishchamps.com/",""
"99267","British Roller Derby Championships 2018: Womens T3 Regional","Invitational","UK","2018-01-01","2018-12-31","http://www.britishchamps.com/",""
"99160","British Roller Derby Championships 2018: Womens T4 Local","Invitational","UK","2018-01-01","2018-09-01","http://www.britishchamps.com/",""
"106481","British Roller Derby Championships 2019: Mens T1 Premier","Invitational","UK","2019-02-09","2019-07-20","",""
"106482","British Roller Derby Championships 2019: Mens T2 National","Invitational","UK","2019-02-09","2019-07-30","",""
"106480","British Roller Derby Championships 2019: Womens T1 Premier","Invitational","UK","2019-02-09","2019-07-10","",""
"106479","British Roller Derby Championships 2019: Womens T2 National","Invitational","UK","2019-02-16","2019-07-30","",""
"106478","British Roller Derby Championships 2019: Womens T3 Regional","Invitational","UK","2019-02-02","2019-08-10","",""
"113065","British Roller Derby Championships 2020: Mens Elite","Invitational","UK","2020-01-01","2020-07-30","",""
"112906","British Roller Derby Championships 2020: Mens T1","Invitational","UK","2020-01-01","2020-07-30","",""
"112902","British Roller Derby Championships 2020: Mens T2","Invitational","UK","2020-01-01","2020-07-30","",""
"113141","British Roller Derby Championships 2020: Womens Elite","Invitational","UK","2020-02-15","2020-07-30","",""
"112850","British Roller Derby Championships 2020: Womens T1 Premier","Invitational","UK","2020-01-01","2020-07-30","",""
"112851","British Roller Derby Championships 2020: Womens T2","Invitational","UK","2020-01-01","2020-07-30","",""
"112852","British Roller Derby Championships 2020: Womens T3","Invitational","UK","2020-01-01","2020-07-30","",""
"64572","Bruisefest 2015","Invitational","Billings, MT","2015-05-16","2015-05-16","https://www.facebook.com/mcrbruisefest","13612"
"91501","C-Cup","Invitational","Greensboro, NC","2017-02-18","2017-02-19","","10422"
"108082","Cactus Cup Invitational 2019","Invitational","Arizona, USA","2019-04-13","2019-04-14","","3399"
"110723","Campeonato Nacional Roller Derby ARDE - MRDA División I 2019","Invitational","Madrid, Spain","2019-07-06","2019-07-06","https://www.facebook.com/events/451205958776250/","74626"
"109701","Campeonato Nacional Roller Derby WFTDA - ARDE - División I 2019","Invitational","Spain","2019-06-08","2019-07-07","http://arderollerderby.es/",""
"109702","Campeonato Nacional Roller Derby WFTDA - ARDE - División II 2019","Invitational","Spain","2019-06-22","2019-07-07","http://arderollerderby.es/",""
"68294","Capital City Rumble","Invitational","Fredericton, NB, Canada","2015-08-07","2015-08-09","https://www.facebook.com/events/1563297117266964/","9801"
"99691","Capitol Clash 2018","Invitational","Toulouse, France","2018-03-24","2018-03-25","","11066"
"107440","Carolina Dumpster Fire 2019","Invitational","Columbia, SC, USA","2019-02-23","2019-02-24","https://www.facebook.com/events/516034275586677/?active_tab=about","10420"
"113415","Carolina Dumpster Fire 2020","Invitational","Columbia, SC","2020-02-29","2020-03-01","","10420"
"29680","Cedar River Rumble","Invitational","Waterloo, IA","2012-08-11","2012-08-11","","16731"
"45785","Cen-Tex Stars & Stripes Invitational","Invitational","Dallas, TX","2014-02-23","2014-02-23","https://www.facebook.com/CenTexRollerGirls","8141,6677"
"17770","Chaos on the Clyde","Invitational","Glasgow, UK","2012-08-25","2012-08-26","http://glasgowrollerderby.com/bouts-events/bouts-eventschaos2012/","7929"
"111135","Chaos on the Clyde 2019","Invitational","Glasgow, UK","2019-08-17","2019-08-18","","7929"
"111187","Chartist Cup 2019","Invitational","Cwmbran, Wales, UK","2019-08-24","2019-08-25","https://www.facebook.com/events/352357925353894/","56639"
"58048","Chillandoruedas","Invitational","Chillan, Chile","2014-10-31","2014-11-02","","56114"
"96285","Classic City Crush 2017","Invitational","Athens, GA","2017-07-22","2017-07-23","https://www.facebook.com/events/1375369422542685/","7813"
"103682","Classic City Crush 2018","Invitational","Athens, GA","2018-07-07","2018-07-08","https://www.facebook.com/events/638713283128492/","7813"
"25960","Co-Ed Tournament","Invitational","Lutterworth, UK","2013-01-27","2013-01-27","http://www.facebook.com/events/377063989055028/377078665720227","8966"
"95123","Cometh the Wheels of Steel 2.0","Invitational","Greensburg, PA","2017-06-09","2017-06-11","https://www.facebook.com/events/127603894406289/","57821,69076"
"68448","Confusion Corner Chaos 2015","Invitational","Winnipeg, Manitoba","2015-08-22","2015-08-23","https://www.facebook.com/events/647902951982297/","9856"
"83017","Confusion Corner Chaos 2016","Invitational","Winnipeg, Manitoba","2016-06-25","2016-06-26","https://www.facebook.com/events/1692792024323700/","9856"
"109952","Continental Derby Divide 2019","Seeded Bracket","Butte, MT, USA","2019-06-08","2019-06-08","","49225"
"4200","Continental Divide and Conquer","Championship","Denver, CO","2011-11-11","2011-11-13","http://www.continentaldivideandconquer.com/",""
"102562","Copa Ahogada 2018","Invitational","Guadalajara, Mexico","2018-05-26","2018-05-27","https://www.facebook.com/events/425633171181010/","13352"
"93331","Copa de Fuego 2017","Invitational"," San Luis Potosi, Mexico","2017-04-29","2017-04-30","https://www.facebook.com/copadefuegordslp/",""
"103244","Copa de Fuego 2018","Invitational","San Luis Potosi, Mexico","2018-04-28","2018-04-29","","88247"
"109362","Copa de Fuego 2019","Invitational","San Luis Potosi, Mexico","2019-04-27","2019-04-28","https://www.facebook.com/copadefuegordslp/","88247"
"94018","Copa Norte 2017","Invitational","Cuidad Juárez, Mexico","2017-05-27","2017-05-28","https://www.facebook.com/events/1319128798164436/",""
"102954","Copa Quinto Sol 2018","Invitational","Tenago del Valle, Mexico","2018-06-09","2018-06-10","https://www.facebook.com/events/1833181390319505/","102064"
"110121","Copa Quinto Sol 2019","Invitational","Tlalpan, Mexico","2019-05-25","2019-05-26","","102064"
"102023","Copa TNT 2018","Invitational","Mexico City, Mexico","2018-05-12","2018-05-13","https://www.facebook.com/events/541248362935340/",""
"109683","Copa TNT 2019","Seeded Bracket","Mexico City, Mexico","2019-05-18","2019-05-19","https://www.facebook.com/TorneoCentralTNT/",""
"88594","Cordobazo 2016","Invitational","Córdoba, Argentina","2016-12-08","2016-12-11","https://www.facebook.com/events/1333306220043615/","55432"
"79453","Coupe de France Masculine FFRS 2016","Invitational","","2016-05-14","2016-05-14","",""
"100650","CRDL Invitational 2018","Invitational","Canberra, ACT, Australia","2018-04-07","2018-04-08","","15669"
"98121","Cuadrangular Embrujado","Invitational","Bahía Blanca, Buenos Aires, Argentina","2017-10-28","2017-10-29","https://www.facebook.com/events/658376241025127/","95175"
"97475","Cymru Clash - 2017 MRDA Championships","Championship","Cwmbran, Wales","2017-10-13","2017-10-15","https://www.facebook.com/events/1888614441407493/","18092"
"77817","Dakota Cup Tournament","Invitational","","2016-04-02","2016-04-02","",""
"17302","Dames of Thrones","Invitational","Guelph, ON, Canada","2012-07-21","2012-07-22","http://royalcityrollergirls.com/event/dame-of-thrones/","9839"
"50015","Day of Derby","Invitational","Oslo, Norway","2014-05-10","2014-05-10","","15757"
"71545","DDT2015 - Daga Denter Roller Derby Tournament - Roll Line Cup","Invitational","Milan, Italy","2015-11-14","2015-11-15","","19176"
"85830","DDT2016 - Daga Denter Roller Derby Tournament - Roll Line Cup","Seeded Bracket","Milan, Italy","2016-10-15","2016-10-16","","19176"
"98358","DDT2017 - Daga Denter Roller Derby Tournament - Roll Line Cup","Invitational","Milan, Italy","2017-11-04","2017-11-05","https://www.facebook.com/events/1928417774047238/","19176"
"3493","Declaration of Derby","Championship","Philadelphia, PA","2009-11-13","2009-11-15","",""
"17878","Demolition Derby","Invitational","Plymouth, UK","2012-03-04","2012-03-04","http://www.facebook.com/events/327463800631019/","8970"
"3485","Derby in Dairyland","Eastern Regional","Madison, WI","2008-10-10","2008-10-12","",""
"3655","Derby in the Burbs","Eastern Regional","White Plains, NY","2010-09-24","2010-09-26","",""
"66896","Derby Monster Cup","Invitational","Lille, France","2015-06-27","2015-06-28","","26179"
"67883","Derby Night in Canada 2015","Invitational","New Westminster, BC, Canada","2015-08-08","2015-08-09","https://www.facebook.com/events/1551093811822770/","4290"
"3492","Derby on the Rocks","Western Regional","Denver, CO","2009-10-02","2009-10-04","",""
"50341","Diamonds are Forever B-Team Tournament","Invitational","","2014-05-17","2014-05-17","","8950"
"13790","Dismembered December","Invitational","Evansville, IN","2008-12-13","2008-12-13","","3625"
"103708","DN4x4","Invitational","Tokyo, Japan","2018-07-20","2018-11-21","","45779,88957"
"75125","Down 'N' Derby 2015","Invitational","Moose Jaw, Saskatchewan","2015-08-22","2015-08-23","https://www.facebook.com/events/508579622627327/","9820"
"93574","East Coast Invitational","Invitational","Gosford, New South Wales, Australia","2017-05-13","2017-05-14","https://www.facebook.com/events/133137473895704/","24503"
"83723","Eastbourne Extreme 2016","Invitational","Eastbourne, UK","2016-07-16","2016-07-16","","59921,8940"
"102137","Eastern Region Super League","Invitational","Australia","2018-05-01","2018-09-30","https://www.facebook.com/easternregionsuperleague/",""
"91281","ECDX 2017","Invitational","Feasterville, PA","2017-06-23","2017-06-25","http://ecdx.phillyrollergirls.com/","3394"
"103394","ECDX 2018","Invitational","Feasterville, PA","2018-06-22","2018-06-24","http://ecdx.phillyrollergirls.com/","3394"
"108401","ECDX 2019","Invitational","Feasterville, PA","2019-06-21","2019-06-23","https://www.facebook.com/ECDX2019/","3394"
"98798","El Culazo 2","Invitational","Viña del Mar, Argentina","2017-12-02","2017-12-02","https://www.facebook.com/events/767863790076465/","46081,36754"
"40575","End of the World Series","Invitational","","2012-01-01","2012-12-31","http://www.rebellionrollerderby.co.uk/the-end-of-the-world-series/",""
"111125","EPIC Oscuro","Invitational","Buenos Aires, Argentina","2019-08-19","2019-08-19","https://www.facebook.com/events/572974083268743/","42814"
"91184","ERRD Smackdown Reloaded 2016","Invitational","Bateau Bay, New South Wales","2016-09-17","2016-09-18","https://www.facebook.com/events/834777039991610/?active_tab=discussion",""
"89165","EuroClash 2017","Invitational","Newcastle-upon-Tyne, UK","2017-03-25","2017-03-26","https://www.facebook.com/events/365884340424845/","7949"
"101065","EuroClash 2018","Invitational","Newcastle-upon-Tyne, UK","2018-05-19","2018-05-20","https://www.facebook.com/events/507109466293725/","7949"
"100300","EuroCup 2018","Invitational","Manchester, UK","2018-04-06","2018-04-08","https://derbyontoast.com/eurocup-18","8957"
"106266","EuroCup 2019","Invitational","Manchester, UK","2019-04-12","2019-04-14","https://www.facebook.com/events/1562833657151075/","8957"
"3483","Fall Brawl II","Invitational","Fort Wayne, IN","2008-09-20","2008-09-20","",""
"92917","Farewell to Forearms 2017","Invitational","Helsinki, Finland","2017-04-29","2017-04-29","https://www.facebook.com/events/1946563515576615/","11056"
"28097","Feel Good Hits of the Summer","Invitational","Llanelli, UK","2013-08-03","2013-08-03","http://www.facebook.com/events/122961864553164/","20667"
"59123","Fifth Annual B Cup Tournament","Seeded Bracket","Bloomington, IN","2015-04-18","2015-04-19","","3455"
"101452","Fifth District Tournament Bogota","Invitational","Bogota, Colombia","2018-01-01","2018-09-01","https://www.facebook.com/TorneoDistritalRollerDerby/",""
"74123","Fight Cup 2016","Seeded Bracket","Biassono  (Monza & Brianza, Lombardy, Italy)","2016-03-26","2016-03-26","https://www.facebook.com/events/1716215091946431/","19716,74121,74122,30531"
"17805","Fight to the Finnish","Invitational","Leicester, UK","2012-06-09","2012-06-09","http://www.facebook.com/events/292914980788178/","7774"
"58027","Finnish Cup","Seeded Bracket","Finland","2014-11-08","2014-11-08","",""
"3472","Four Corner Feud","Invitational","Colorado Springs, CO","2009-02-21","2009-02-22","",""
"97632","Four on the Floor","Invitational","Adelaide, South Australia","2017-10-07","2017-10-08","","14248"
"90589","Fourth District Tournament 2017","Invitational","Bogotá, Colombia","2017-02-19","2017-02-19","",""
"46644","FTT","Invitational","","2013-06-22","2013-06-22","",""
"10428","Gateway to the Best","Seeded Bracket","St. Louis, MO","2012-10-20","2012-10-21","http://mrdachampionships.com/","10395"
"111119","Gatorneo 2019","Invitational","Mendoza, Argentina","2019-08-17","2019-08-18","https://www.facebook.com/events/459835138168462/","91792"
"105147","Go Big or Go Home: 2018 B-Team Championships","Seeded Bracket","Dallas, TX","2018-10-05","2018-10-07","https://www.facebook.com/events/230985907522922/","3400"
"103269","Golden Bowl 2018 (A WFTDA-Recognized Tournament)","Invitational","Oakland, CA","2018-06-15","2018-06-17","https://www.facebook.com/events/158197151699442/","3404"
"34255","Golden Bowl III","Invitational","Chicago, IL","2013-07-20","2013-07-21","http://www.windycityrollers.com/golden-bowl-tickets-are-on-sale/","3410"
"3664","Got to Be NC 2011","Invitational","Raleigh, NC","2011-05-21","2011-05-21","",""
"7150","Got to Be NC 2012","Invitational","Raleigh, NC","2012-05-19","2012-05-19","http://www.carolinarollergirls.com/blog/2012/04/got-to-be-nc-roller-derby-expo/","3414"
"30997","Got to Be NC 2013","Invitational","Raleigh, NC","2013-05-18","2013-05-18","","3414"
"92972","Great Barrier Grief 2017","Invitational","Mackay, Australia","2017-04-29","2017-05-01","https://www.facebook.com/events/1040856759393925/","24983"
"107423","Great Barrier Grief 2018","Invitational","Mackay, Australia","2018-05-05","2018-05-07","https://www.facebook.com/events/792542667621693/","24983"
"97663","Great Lakes Cup 2017","North Central Regional","Lansing, Michigan","2017-06-17","2017-06-17","",""
"6542","Grits and Glory","Championship","Atlanta, GA","2012-11-02","2012-11-04","http://wftda.com/tournaments/2012/championships","3418"
"109493","Gritty City Classic 2019","Invitational","Philly, USA","2019-04-27","2019-04-28","","3394"
"109314","Harbour Cup","Invitational","Rotterdam, Netherlands","2019-04-14","2019-04-14","https://www.facebook.com/events/591877331207818/","18145"
"96185","Harvest of Champions - 2017 MRDA European Qualifiers","Invitational","Toulouse, France","2017-07-29","2017-07-30","https://www.facebook.com/events/734225496783899","17627"
"36876","Hassle in Newcastle","Invitational","Newcastle-upon-Tyne, UK","2013-10-26","2013-10-26","https://www.facebook.com/events/564167023633360","7949"
"109990","Have a MN Nice Day 2019","Invitational","Saint Paul, MN, USA","2019-06-07","2019-06-09","https://facebook.com/events/392415528280523","3428"
"3478","Heartland Havoc","Eastern Regional","Columbus, OH","2007-08-17","2007-08-19","",""
"38930","Heartland Series 2013","Invitational","","2013-01-01","2013-12-31","http://www.heartlandseries.co.uk/heartland-series-2013/",""
"43402","Heartland Series 2014","Invitational","UK","2014-02-08","2014-11-23","http://www.heartlandseries.co.uk/heartland-series-2014-bigger-and-better/",""
"100913","Heaume, Sweet Heaume","Invitational","Lille, France","2018-03-24","2018-03-25","https://www.facebook.com/events/508732302854196/?active_tab=about","85922"
"80210","Hellz Jezebel Memorial Tournament 2016","Invitational","Lethbridge, Alberta, Canada","2016-04-30","2016-05-01","https://www.facebook.com/events/915291878565817/","9819"
"96177","Hellz Jezebel Memorial Tournament 2017","Invitational","Lethbridge, Alberta, Canada","2017-06-16","2017-06-18","","9819"
"73834","Hicktown Throwdown","Invitational","Armstrong, BC, Canada","2015-10-17","2015-10-18","https://www.facebook.com/events/1511454622478346/","35584"
"17771","Highland Fling","Invitational","Aberdeen, UK","2010-05-22","2010-05-23","","7944"
"113324","Highway to Valhalla 2020","Seeded Bracket","Liège, Belgium","2020-02-29","2020-03-01","https://www.facebook.com/events/612740609299788/?active_tab=about","20694,87647"
"97545","Hostile TACOver: 2017 B-Team Championships","Seeded Bracket","Tampa, FL","2017-10-06","2017-10-08","https://www.facebook.com/events/113780182670801/","3440"
"35598","Hot Rod Hayride","Invitational","Bisley, UK","2013-07-27","2013-07-27","http://www.hotrodhayride.com","8949"
"61052","How the West Was Won","Invitational","Chandler,AZ","2015-03-07","2015-03-08","https://www.facebook.com/htwwwtournament","3399"
"111824","Humber Struck 2019","Seeded Bracket","Hull, UK","2019-10-26","2019-10-27","","8951"
"53511","Humberstruck Tournament","Invitational","","2014-06-29","2014-06-29","",""
"85446","Hwy 14 Fall Brawl 2016","Seeded Bracket","Wainwright, AB Canada","2016-09-10","2016-09-11","https://www.facebook.com/events/687177244719129/?ti=icl","53151"
"95981","II Campeonato Nacional de Roller Derby","Invitational","Vigo, Spain","2017-07-08","2017-07-09","https://www.facebook.com/events/329687890794253/","48092"
"103152","III Campeonato Nacional de Roller Derby","Seeded Bracket","Zaragoza, Spain","2018-06-16","2018-06-17","https://www.facebook.com/events/381267845692286/","25661"
"110729","Impakto Mixto 2019","Invitational","La Rioja, Argentina","2019-07-06","2019-07-08","","89468"
"40964","J'irai jammer sur vos tombes","Invitational","Grenoble, France","2013-11-09","2013-11-10","https://www.facebook.com/events/423618704424080/","17928"
"64557","J'irai Jammer sur vos tombes #2","Invitational","Grenoble, France","2015-05-16","2015-05-17","","17928"
"101582","J'irai Jammer Sur Vos Tombes #4","Invitational","Grenoble, France","2018-04-28","2018-04-29","","17928"
"86848","JAMdemic! Roller Derby Tournament","Invitational","Birmingham, UK","2016-10-29","2016-10-30","","7763"
