id,name,type,location,startDate,endDate,website,hostingTeams
"90636","2017 Siege of CNY","Invitational","Utica, NY","2017-04-22","2017-04-23","","3642"
"88539","2017 Slip It","Invitational","Caen, France","2017-01-28","2017-01-29","https://www.facebook.com/events/371502006520486/","19122"
"94122","2017 Sooner Skate","Seeded Bracket","Oklahoma City, OK","2017-05-20","2017-05-21","https://www.facebook.com/events/384434995268789/","3450"
"92197","2017 Spring BreakHer Out Girls Division","Seeded Bracket","Rochester Hills, Michigan","2017-04-29","2017-04-30","","39020"
"92202","2017 Spring BreakHer Out Open Division","Seeded Bracket","Rochester Hills, Michigan","2017-04-29","2017-04-30","","39020"
"95928","2017 Suomi Cup Finals","Invitational","Tampere, Finland","2017-07-08","2017-07-08","https://www.facebook.com/events/1786161221410301/?","17953"
"92070","2017 The Big O","Invitational","Eugene, OR","2017-05-05","2017-05-07","http://ecrg.com/bigo/","3465"
"97566","2017 Tropicarnage Cup","Invitational","Morayfield, Queensland, Australia","2017-09-30","2017-10-02","",""
"95158","2017 WFTDA D1 Championships","Championship","Philadelphia, PA","2017-11-03","2017-11-05","https://wftda.com/events/tournament-central/championships/","3394"
"95155","2017 WFTDA D1 Playoff 1 Seattle","Seeded Bracket","Seattle, WA","2017-09-01","2017-09-03","https://wftda.com/events/tournament-central/seattle/","3403"
"95156","2017 WFTDA D1 Playoff 2 Malmö","Seeded Bracket","Malmö, Sweden","2017-09-08","2017-09-10","https://wftda.com/events/tournament-central/malmo/","7771"
"95157","2017 WFTDA D1 Playoff 3 Dallas","Seeded Bracket","Dallas, TX","2017-09-22","2017-09-24","https://wftda.com/events/tournament-central/dallas/","3400"
"95154","2017 WFTDA D2 Playoffs & Championships","Championship","Pittsburgh, PA","2017-08-18","2017-08-20","https://wftda.com/events/tournament-central/pittsburgh/","3417"
"94169","2017 Wild West Showdown","Invitational","","2017-05-26","2017-05-28","",""
"104421","2017 Winter Wipeout","Invitational","Mount Forest, ON, Canada","2017-05-06","2017-05-06","https://www.facebook.com/events/392672457753175/","27573"
"96255","2017 Wyoming Roller Derby Cup","Invitational","Cody, Wyoming","2017-07-15","2017-07-16","",""
"101158","2017-18 French Championship Masculin: Elite","Seeded Bracket","Toulouse, France","2018-05-11","2018-05-11","https://www.facebook.com/events/902873739884438/","17627"
"99782","2017-18 French Championship Masculin: Nationale 1","Invitational","France","2018-01-01","2018-06-30","",""
"100359","2017-18 French Championship: Elite","Seeded Bracket","France","2018-03-03","2018-06-30","",""
"98306","2017-18 French Championship: Nationale 1","Invitational","France","2017-10-01","2018-06-30","",""
"97753","2017-18 French Championship: Nationale 2","Invitational","France","2017-10-01","2018-06-30","",""
"97815","2017-18 Seriespel Div 1","Invitational","Sweden","2017-10-28","2018-05-12","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","18106,18110,18107"
"98132","2017-18 Seriespel Div 2","Invitational","Sweden","2017-10-21","2018-04-22","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","26066"
"97334","2017-18 Seriespel Elitserien","Invitational","Sweden","2017-10-07","2018-03-04","http://www.skridsko.se/Arbetsrumslista/RollerDerby/TavlingochNatverk/SMochSeriespel","9395,11070,7771,8121"
"97642","2017-2018 Suomi Cup","Invitational","Finland","2017-10-21","2018-08-30","http://www.rollerderbyfinland.com/suomi-cup-2017-2018-otteluohjelma-ja-charterit/",""
"100324","2018 5x5 Roller Derby Championship","Invitational","Various Locations, New South Wales, Australia","2018-03-24","2018-08-18","https://www.facebook.com/5x5derby/",""
"105448","2018 Attack of the C Squads","Seeded Bracket","Angels Camp, CA","2018-04-28","2018-04-29","https://www.facebook.com/events/449101428864171/",""
"103788","2018 Australian Men's Roller Derby National Championships","Seeded Bracket","Perth, Western Australia","2018-11-24","2018-11-25","https://www.facebook.com/events/217845475651625/","40112"
"100382","2018 B Cup","Invitational","Bloomington, IN","2018-03-03","2018-03-04","https://www.facebook.com/events/883421185171755/","3455"
"104653","2018 Battle of the Inland Empire","Seeded Bracket","Corona, CA, USA","2018-09-22","2018-09-22","https://www.facebook.com/events/200197723909724/?active_tab=about","8525"
"105833","2018 Belgian Championship - Mens","Invitational","Belgium","2018-09-01","2018-12-31","https://www.facebook.com/RollerDerbyBelgium/",""
"104124","2018 Belgian Championship - N1","Invitational","Belgium","2018-01-01","2018-12-31","https://www.facebook.com/RollerDerbyBelgium/",""
"104125","2018 Belgian Championship - N2","Invitational","Belgium","2018-01-01","2018-12-31","https://www.facebook.com/RollerDerbyBelgium/",""
"102800","2018 Besterns","Invitational","Denver, CO","2018-06-02","2018-06-03","","3405"
"101500","2018 Boardwalk Empire","Invitational","Santa Cruz, CA","2018-04-27","2018-04-29","https://www.facebook.com/events/197855860814447/","3638"
"104415","2018 Capital City Rumble","Seeded Bracket","Fredericton, NB, Canada","2018-08-18","2018-08-19","https://www.facebook.com/events/160618987988916/","9801"
"100882","2018 Clover Cup","Seeded Bracket","Dallas, TX","2018-03-23","2018-03-25","https://www.facebook.com/clovercup/","3400"
"101630","2018 Coastal Chaos","Invitational","Rockport, Maine, USA","2018-04-27","2018-04-29","https://www.facebook.com/events/1959925820958966/","7822"
"104628","2018 Deep Blue Derby Tournament","Seeded Bracket","South Lake Tahoe, CA","2018-09-15","2018-09-16","https://www.facebook.com/events/758906747644261/","40352"
"100922","2018 Dust Devil","Invitational","Tucson, Arizona, USA","2018-03-23","2018-03-25","https://www.facebook.com/events/590646834613557/","3398"
"100789","2018 Dustbowl Invitational","Invitational","Bakersfield, CA","2018-03-16","2018-03-18","https://www.facebook.com/DUSTBOWLINVITATIONAL","23027"
"108671","2018 Flat Track Fever","Invitational","Calgary, Alberta, Canada","2018-05-11","2018-05-13","https://www.facebook.com/events/1913171405392214/","10424"
"100929","2018 Franky Panky","Invitational","Tampa, Florida, USA","2018-03-24","2018-03-25","https://www.facebook.com/events/184553652277857/","3440"
"102947","2018 Hometown Throwdown","Invitational","Portland, OR","2018-06-22","2018-06-24","http://www.rosecityrollers.com/6-22-24-hometown-throwdown-tournament-feat-wheels-of-justice/","3409"
"103427","2018 JRDA Championship Tournament - Female Division","Championship","Feasterville, PA","2018-07-20","2018-07-22","https://www.juniorrollerderby.org/2018champsandwc",""
"103428","2018 JRDA Championship Tournament - Open Division","Championship","Feasterville, PA","2018-07-20","2018-07-22","https://www.juniorrollerderby.org/2018champsandwc",""
"103429","2018 JRDA World Cup","Seeded Bracket","Feasterville, PA","2018-07-23","2018-07-24","",""
"100902","2018 Low Down Throw Down","Seeded Bracket","Grovetown, GA","2018-04-13","2018-04-15","http://soulcitysirens.com/scs-schedule/ldtd/","8102"
"95538","2018 Mayday Mayhem","Invitational","Loveland, Colorado","2018-05-25","2018-05-27","","3431"
"100466","2018 Men's Roller Derby World Cup","Invitational","INEFC Barcelona","2018-04-05","2018-04-08","www.mrdwc.com","78521"
"102622","2018 Midwest Brewhaha","Invitational","Milwaukee, Wisconsin","2018-06-01","2018-06-03","http://www.brewcitybruisers.com/midwest-brewhaha/","3419"
"105182","2018 Mitten Kitten Mash-Up","Invitational","Dimondale, MI, USA","2018-10-05","2018-10-07","https://www.facebook.com/events/1915498732074145/","15020,40058,47468"
"102852","2018 Mohawk Valley Cup","Seeded Bracket","Rome, NY","2018-06-02","2018-06-03","https://www.facebook.com/events/389394568143528/?active_tab=discussion",""
"104086","2018 MRDA Championships","Championship","Salem, OR","2018-10-12","2018-10-14","https://www.facebook.com/events/2091196237793224/","7854"
"104085","2018 MRDA European Qualifiers","Invitational","West Yorkshire","2018-08-18","2018-08-19","https://www.facebook.com/events/795458060644171/","17622"
"104080","2018 MRDA North American Qualifier","Seeded Bracket","Fitchburg, MA","2018-08-04","2018-08-05","https://www.facebook.com/events/2105455163045551/","10400"
"106067","2018 River Valley Riot","Invitational","Saint Clairsville, OH, USA","2018-11-17","2018-11-18","https://www.facebook.com/events/2029790573949044/?active_tab=about","13100"
"104526","2018 Rust Riot","Invitational","Seattle, WA","2018-08-25","2018-08-26","https://www.facebook.com/events/471530513309454/","3403"
"97550","2018 Siege of CNY","Invitational","Rome, NY","2018-04-20","2018-04-22","https://www.facebook.com/siegeofcny",""
"100240","2018 Slip It","Invitational","Caen, France","2018-03-31","2018-04-01","https://www.facebook.com/events/732412716955063/","19122"
"101840","2018 The Big O","Invitational","Eugene, OR","2018-05-04","2018-05-06","http://ecrg.com/bigo/","3465"
"104397","2018 Thin Air Throwdown","Invitational","Longmont, CO","2018-09-14","2018-09-16","https://www.facebook.com/events/1106054516219756","3431,16730"
"104134","2018 Torneo Nacional AMRD Div 1 (Mexico)","Seeded Bracket","Mexico","2018-08-11","2018-11-20","https://www.facebook.com/pg/AsociacionMexicanaDeRollerDerby/events/?ref=page_internal","95267,13351,93335"
"105029","2018 Torneo Nacional AMRD Div 2 (Mexico)","Seeded Bracket","Tampico, Tamps, Mexico","2018-10-06","2018-10-07","https://www.facebook.com/events/331891334213236/","103250"
"105032","2018 Tropicarnage Cup","Invitational","Morayfield, Queensland, Australia","2018-09-28","2018-10-01","https://www.facebook.com/tropicarnagecup/",""
"105177","2018 WFTDA Championships","Championship","New Orleans, LA, USA","2018-11-09","2018-11-11","https://wftda.com/events/tournament-central/championships/","3397"
"104383","2018 WFTDA Continental Cup - Europe","Seeded Bracket","Birmingham, UK","2018-10-27","2018-10-28","https://www.wftdaecc2018.com/","7736"
"104354","2018 WFTDA Continental Cup - N.A. East","Seeded Bracket","Kalamazoo, MI","2018-08-17","2018-08-19","https://www.kalamazooderby.com/wftda-continental-cup-n-a-east","3637"
"104378","2018 WFTDA Continental Cup - N.A. West","Seeded Bracket","Omaha, NE","2018-08-24","2018-08-26","https://omaharollergirls.org/wftda-continental-cup","3452"
"104163","2018 WFTDA Playoff 1: A Coruña","Seeded Bracket","A Coruña, Spain","2018-08-31","2018-09-02","https://wftda.com/events/tournament-central/a-coruna/","74947"
"104820","2018 WFTDA Playoff 2: Atlanta","Invitational","Atlanta, Georgia, USA","2018-09-21","2018-09-23","https://wftda.com/events/tournament-central/atlanta/","3418"
"104711","2018 Wyoming Roller Derby Cup","Seeded Bracket","Cheyenne, Wyoming, USA","2018-06-30","2018-07-01","https://www.facebook.com/events/1880267415606086/",""
"108764","2018-19 French Championship Masculin: Elite","Seeded Bracket","Lille, France","2019-04-21","2019-04-22","https://www.facebook.com/events/2514043752001559/","85922"
"105993","2018-19 French Championship Masculin: Nationale 1","Invitational","France","2019-01-01","2019-04-30","",""
"105094","2018-19 French Championship: Elite","Invitational","France","2019-02-01","2019-05-31","",""
"105093","2018-19 French Championship: Nationale 1","Invitational","France","2018-11-01","2019-05-31","",""
"105000","2018-19 French Championship: Nationale 2","Invitational","France","2018-10-27","2019-03-31","",""
"106172","2018-2019 Suomi Cup","Invitational","Finland","2019-01-19","2019-06-30","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/",""
"105559","2018-2019 Suomi Cup: 1. Divisioona","Invitational","Finland","2018-10-20","2019-05-11","http://www.rollerderbyfinland.com/suomi-cup/otteluohjelma/",""
"109651","2019 5x5 Roller Derby Championship","Invitational","Various Locations, New South Wales, Australia","2019-03-23","2019-09-15","https://www.facebook.com/5x5derby/",""
"110098","2019 Australian Men's Roller Derby National Championships","Invitational","Mount Warren Park, QLD, Australia","2019-11-08","2019-11-10","https://www.facebook.com/events/466784134152543/","24520,39917"
"108005","2019 B-Cup Challenge","Seeded Bracket","Bloomington, IN, USA","2019-03-02","2019-03-03","","3455"
"109505","2019 Besterns","Invitational","Denver, CO, USA","2019-06-07","2019-06-09","https://www.facebook.com/events/786954571661995/?active_tab=about","3405"
"108506","2019 Boardwalk Empire","Invitational","Santa Cruz, CA","2019-05-17","2019-05-19","https://www.facebook.com/events/630971414021222/","3638"
"107738","2019 Clover Cup","Seeded Bracket","North Richland Hills, Texas, USA","2019-03-22","2019-03-24","http://www.clovercup.com/","3400"
"109435","2019 Coastal Chaos","Invitational","Rockport, Maine, USA","2019-04-26","2019-04-28","https://www.facebook.com/events/513643922448110/?active_tab=about","7822"
"108047","2019 Dust Devil","Invitational","Tucson, AZ, USA","2019-03-29","2019-03-31","https://www.facebook.com/events/2220081598255146/","3398"
"108672","2019 Flat Track Fever","Invitational","Calgary, Alberta, Canada","2019-05-10","2019-05-12","https://www.facebook.com/events/1939578416338589/","9270,10424"
"111022","2019 International WFTDA Championships: Montreal","Championship","Montreal, QC, Canada","2019-11-15","2019-11-17","https://wftda.com/events/tournament-central/2019-championships/","3461"
"109469","2019 Low Down Throw Down","Seeded Bracket","Grovetown, GA","2019-05-03","2019-05-05","https://www.facebook.com/events/237555697075299/","8102"
"109185","2019 Midwest Brewhaha","Invitational","Milwaukee, Wisconsin","2019-05-31","2019-06-02","http://www.brewcitybruisers.com/midwest-brewhaha/","3419"
"111893","2019 MRDA Championships","Championship","Denver, CO","2019-10-11","2019-10-13","","55770"
"110968","2019 MRDA European Qualifiers","Invitational","Aberdeen, UK","2019-08-03","2019-08-04","","81796"
"110583","2019 Quad Cup","Invitational","Coimbra, Portugal","2019-07-06","2019-07-07","https://www.facebook.com/events/420934235165866/","72254"
"111023","2019 River Valley Riot","Invitational","St. Clairsville, OH","0019-11-09","0019-11-10","https://www.facebook.com/events/2221964388041531/","13100"
"108665","2019 Roller Derby SM","Seeded Bracket","Gothenburg, Sweden","2019-04-06","2019-04-07","https://www.facebook.com/events/529184397589264/?active_tab=about","11070,29732,55738"
"110290","2019 Royal Rumble","Invitational","Beenleigh, QLD, Australia","2019-06-08","2019-06-10","https://www.facebook.com/royalrumbletournament/",""
"108156","2019 Siege of CNY","Invitational","Rome, NY","2019-04-13","2019-04-14","https://www.facebook.com/events/645831219132856/","3642"
"108286","2019 Slip It","Invitational","Caen, France","2019-04-27","2019-04-28","https://www.facebook.com/events/2060312900723314/","19122"
"107961","2019 Swedish Championships","Seeded Bracket","Gothenburg, Sweden","2019-04-06","2019-04-07","https://www.facebook.com/events/529184397589264/","29732,11070"
"108606","2019 The Big O","Invitational","Eugene, OR","2019-05-03","2019-05-05","ecrg.com/bigo/","3465"
"111535","2019 Thin Air Throwdown","Invitational","","2019-09-20","2019-09-22","",""
"111747","2019 Tropicarnage Cup","Seeded Bracket","Mt Warren Park, QLD, Australia","2019-10-05","2019-10-07","https://www.facebook.com/events/518502868689247/",""
"110917","2019 WFTDA Continental Cup - Europe","Seeded Bracket","Helsinki, Finland","2019-10-05","2019-10-06","","11056"
"110927","2019 WFTDA Continental Cup - North America East","Seeded Bracket","Lancaster, PA, USA","2019-08-23","2019-08-25","","3457"
"110922","2019 WFTDA Continental Cup - North America West","Seeded Bracket","Orem, Utah","2019-08-09","2019-08-11","","16733"
"110852","2019 WFTDA Playoff 1: Winston-Salem","Seeded Bracket","Winston-Salem, NC, USA","2019-09-06","2019-09-09","","38560"
"110857","2019 WFTDA Playoff 2: Seattle","Seeded Bracket","Seattle, WA, USA","2019-09-13","2019-09-15","","3403"
"111888","2019-20 French Championship: Elite","Seeded Bracket","France","2020-01-11","2020-04-26","",""
"113147","2019-20 French Championship: Elite Masculin","Seeded Bracket","France","2020-02-15","2020-05-10","",""
"112545","2019-20 French Championship: N1 Masculin","Invitational","France","2019-12-14","2020-05-14","",""
"111937","2019-20 French Championship: Nationale 1","Invitational","France","2019-11-23","2020-03-08","",""
"111938","2019-20 French Championship: Nationale 2","Invitational","France","2019-10-26","2020-04-19","",""
"111402","2019-20 Seriespel Div 1","Invitational","Sweden","2019-11-01","2020-06-30","",""
"111774","2019-20 Seriespel Div 2","Invitational","","2019-09-28","2020-01-25","http://www.skridsko.se/RollerDerby/NyheterRollerDerby/seriespelochsm2019-20202/","18113,18110,7771"
"111400","2019-20 Seriespel Elitserien","Invitational","Sweden","2019-11-01","2020-06-30","",""
"111451","2019-2020 Suomi Cup: 1. Divisioona","Invitational","Finland","2019-09-14","2020-06-01","","18439"
"111488","2019-2020 Suomi Cup: SM (Elite)","Invitational","Finland","2019-09-14","2020-06-01","","18439"
"113624","2020-21 French Championship: Elite","Seeded Bracket","France","2021-01-16","2021-05-02","",""
"113625","2020-21 French Championship: Nationale 1","Seeded Bracket","France","2020-11-28","2021-03-14","",""
"113626","2020-21 French Championship: Nationale 2","Invitational","France","2020-10-31","2021-04-25","",""
"113962","2022 French Championship: Nationale 1","Invitational","France","2022-03-28","2022-04-30","",""
"113925","2022 French Championship: Nationale 2","Invitational","France","2022-03-05","2022-06-30","",""
"7459","2nd Annual Mayday Mayhem","Invitational","Greeley, CO","2012-05-05","2012-05-06","","3469"
"21028","2nd Annual Midwest Derby Girl Summit","Invitational","","2011-05-14","2011-05-14","",""
"30246","2nd German Championships","Seeded Bracket","Stuttgart, Germany","2013-06-28","2013-06-30","http://www.rollergirlz.de/deutsch/dm+2013/dm+2013.html","8120"
"74694","3. Bundesliga - Nord 2016","Invitational","Germany","2016-02-01","2016-10-31","https://derbyposition.com/en/ranking/rdd-bundesliga/2016/3A/",""
"74693","3. Bundesliga - Süd 2016","Invitational","Germany","2016-02-01","2016-10-31","https://derbyposition.com/en/ranking/rdd-bundesliga/2016/3B/",""
"88660","3. Bundesliga 2017","Invitational","Germany","2017-02-01","2017-12-16","https://derbyposition.com/en/ranking/rdd-bundesliga/2017/3/",""
"59144","3. Bundesliga A 2015","Invitational","Germany","2015-01-01","2015-01-01","",""
"59145","3. Bundesliga B 2015","Invitational","Germany","2015-01-01","2015-01-01","",""
"99251","3. Bundesliga Nord 2018","Invitational","Germany","2018-02-01","2018-12-15","https://derbyposition.com/de/ranking/rdd-bundesliga/2018/3A/",""
"107937","3. Bundesliga Nord 2019","Invitational","Germany","2019-02-01","2019-12-15","https://derbyposition.com/de/ranking/rdd-bundesliga/2019/3A/",""
"99252","3. Bundesliga Süd 2018","Invitational","Germany","2018-02-01","2018-12-15","https://derbyposition.com/de/ranking/rdd-bundesliga/2018/3B/",""
"107938","3. Bundesliga Süd 2019","Invitational","Germany","2019-02-01","2019-12-15","https://derbyposition.com/de/ranking/rdd-bundesliga/2019/3B/",""
"97385","3rd Annual B-52 Tournament","Seeded Bracket","Boulder, Colorado","2017-09-16","2017-09-17","","16730"
"20892","3rd Annual Mayday Mayhem","Invitational","Greeley, CO","2013-05-03","2013-05-05","","3469"
"11503","3rd Annual Midwest Derby Girl Summit","Invitational","Toledo, OH","2012-04-28","2012-04-28","http://www.glasscityrollers.com/index2.php#/events","8047"
"20317","4 Matchs & 1 Entraînement","Invitational","Nantes, France","2012-03-17","2012-03-17","http://www.facebook.com/events/339044849469330/","11046"
"41398","4th Annual Mayday Mayhem","Invitational","Greeley, CO","2014-05-09","2014-05-11","https://www.facebook.com/MaydayMayhem","3469"
"104047","4to Nacional de Roller Derby (Colombia) 2017","Seeded Bracket","Bogotá, Colombia","2017-11-11","2017-11-13","https://www.facebook.com/4nacionalrollerderby/","56136"
"94006","5 Torneo Regional Roller Derby Occidente","Invitational","Manizales, Colombia","2017-05-27","2017-05-28","","56132"
"107271","5to Nacional de Roller Derby 2018","Seeded Bracket","Manizales, Colombia","2018-11-10","2018-11-12","https://www.facebook.com/5nacionalrollerderby/","56132"
"102907","6th Regional Torneo Occidente Colombia","Invitational","Medellín, Colombia","2018-06-09","2018-06-11","https://www.facebook.com/events/597182954013880/",""
"97833","6º Brasileirão de Roller Derby","Invitational","Curitiba, Brasil","2017-10-13","2017-10-15","https://www.facebook.com/events/1962733090609222/","55808"
"105884","7º Brasileirão de Roller Derby","Seeded Bracket","São Paulo, Brazil","2018-11-02","2018-11-04","https://www.facebook.com/events/303321790502292/","25409"
"79770","80/35 Invitational","Invitational","Des Moines, IA","2016-05-14","2016-05-15","","29611"
"111469","8th Deep Blue Derby","Invitational","Truckee, CA, USA","2019-09-14","2019-09-15","","40352"
"112133","8º Brasileirão de Roller Derby","Invitational","São Paulo, Brazil","2019-11-15","2019-11-17","https://www.facebook.com/brasileiraorollerderby/","74326"
"58019","A Day of Derby II","Invitational","","2014-11-08","2014-11-08","",""
"69180","AB/BC Back in 'Wack","Invitational","Chilliwack","2015-10-03","2015-10-03","https://www.facebook.com/events/904758226227446/","12982"
"64719","Alerte à Malibout","Invitational","Nice, France","2015-05-23","2015-05-24","","25968"
"81047","Alerte à Malibout 2","Invitational","Nice, France","2016-05-21","2016-05-22","https://www.facebook.com/events/894400707316541/","25968"
"92582","Alerte à Malibout 3","Invitational","Nice, France","2017-03-29","2017-03-30","https://www.facebook.com/events/1169324536495299","25968"
"102906","Alerte à Malibout 4","Invitational","Nice, France","2018-06-09","2018-06-10","https://www.facebook.com/events/1322390477883545/","25968"
"110291","Alerte à Malibout 5","Invitational","Nice, France","2019-06-08","2019-06-09","https://www.facebook.com/events/263121101223855/","25968"
"113734","All Day Derby 2021","Invitational","Whanganui, New Zealand","2021-08-07","2021-08-07","www.facebook.com/events/3483064745129018/","74787"
"47943","All Ireland Roller Derby Tournament","Invitational","Belfast, Ireland","2014-03-29","2014-03-30","http://belfastrollerderby.com/all-ireland-roller-derby-tournament/","8934"
"3656","Amber Waves of Pain","South Central Regional","Lincoln, NE","2010-10-08","2010-10-10","http://wftda.com/tournaments/2010/amber-waves-of-pain",""
"37430","AMRD Division Centro","Invitational","","2013-08-24","2013-08-24","",""
"37433","AMRD Division Norte","Invitational","","2013-08-23","2013-08-23","",""
"4196","Anarchy In The UK 2011","Invitational","London, UK","2011-04-09","2011-04-10","http://www.londonrollergirls.com/details/13-anarchy-in-the-uk-wftda-tournament",""
"47046","Anarchy in the UK 2014","Invitational","London, UK","2014-04-12","2014-04-13","https://www.facebook.com/events/1380765508835585","3628"
"91888","Anarchy in the UK 2017","Invitational","Guildford, UK","2017-04-15","2017-04-16","https://www.facebook.com/events/101284667022793","3628"
"99645","April Angst 2018","Invitational","Philadelphia, PA","2018-04-14","2018-04-15","https://www.facebook.com/events/1998864773662645/","44812"
"109181","April Angst 2019","Invitational","Philadelphia, PA","2019-04-06","2019-04-07","https://www.facebook.com/events/239190596983838/","44812,32465"
"20629","Ardèche Festigliss ","Invitational","Annonay, France","2012-09-22","2012-09-23","http://www.facebook.com/events/375752775775815/",""
"3653","ARRGageddon","Invitational","St. Louis, MO","2010-08-14","2010-08-15","",""
"98691","ARRGmageddon 2017","Invitational","Edinburgh, Scotland","2017-11-25","2017-11-25","","5912"
"98438","Attack Of the 8 Wheeled Women 2017","Seeded Bracket","Saskatoon, SK, Canada","2017-05-06","2017-05-07","","9842"
"71213","Attack of the B Teams! Roller Derby Tournament","Invitational","Birmingham, UK","2015-10-31","2015-11-01","","7763"
"103375","Austrian National Championships 2017","Invitational","Vienna, Austria","2017-10-22","2017-12-02","https://www.facebook.com/events/1745751359066223/","13214,95962,94999,95000"
"105845","Austrian National Championships 2018","Invitational","Linz, Austria","2018-11-03","2018-11-04","","95000"
"111578","B Champs 2019 : The Great B Team Skate Off","Invitational","Denver, CO, USA","2019-10-04","2019-10-06","https://www.facebook.com/events/458096868256169/","3431"
"71182","B-Legit Tournament","Invitational","Sacremento, CA","2015-10-02","2015-10-04","http://saccityrollers.com/index.php?option=com_content&view=article&id=201","7845"
"104592","Batalhas de Inverno 2018","Invitational","São Jose dos Pinhais, Brazil ","2018-09-07","2018-09-08","","55808"
"53154","Battle for the Bay","Invitational","Melbourne & Geelong, Australia","2014-08-09","2014-10-10","","17793,23413"
"61034","Battle for the Bay 2015","Invitational","Melbourne, Ballarat & Geelong, Australia","2015-03-07","2015-08-29","",""
"48571","Battle in the Bridge","Invitational","Lethbridge, AB, Canada","2014-04-05","2014-04-05","http://www.lethbridgerollerderby.ca/2014/03/28/battle-in-the-bridge-april-5th/","9819"
"64925","Battle in the Bridge 2015","Invitational","Exhibition Park - North Pavilion - Lethbridge AB","2015-05-30","2015-05-30","","9819"
"29212","Battle of Brittany","Invitational","Lorient, France","2013-04-06","2013-04-07","","19118"
"102150","Battle of Bunker Hill 2018","Invitational","Fitchburg, Massachusetts","2018-05-12","2018-05-13","https://www.facebook.com/events/173630103402827/?active_tab=discussion","10400"
"111556","Battle of Bunker Hill 2019","Invitational","","2019-06-08","2019-06-09","",""
"18780","Battle of the Bays","Invitational","Napier, New Zealand","2012-04-14","2012-04-14","","18769"
"71829","Battle of the Beards","Invitational","Eugene, OR","2015-11-21","2015-11-21","https://www.facebook.com/events/1704867293076480/","7846"
"31069","Battle of the Beasts","Invitational","Eindhoven, Netherlands","2013-04-27","2013-04-27","https://www.facebook.com/events/411673532245466/",""
"33038","Battle of the Beasts II","Invitational","Eindhoven, Netherlands","2013-10-05","2013-10-06","https://www.facebook.com/events/511568958909511",""
"88936","Battle of the Beasts III","Seeded Bracket","Valkenswaard, Netherlands","2017-01-21","2017-01-22","https://www.facebook.com/events/531557193697499/",""
"101531","Battle of the Beasts IV","Invitational","","2018-01-27","2018-01-28","https://www.facebook.com/events/118010072223515/",""
"108292","Battle of the IE 2019","Invitational","Fontana, CA, USA","2019-03-31","2019-08-25","https://www.facebook.com/BOTIE.United/","104247,10091,96530,107536,36769"
"68579","Battle of the Islands 2015","Invitational","Hawaii","2015-08-29","2015-08-29","",""
"85245","Battle Of The Islands 2016","Invitational","","2016-08-27","2016-08-27","",""
"111728","Battle of the Islands 2019","Invitational","Hawaii","2019-09-28","2019-09-29","",""
"17810","Battle of the Nordic Light","Invitational","Malmo, Sweden","2011-09-03","2011-09-04","http://www.facebook.com/events/217190568320920/","7771"
"3482","Battle Royale","Western Regional","Houston, TX","2008-10-03","2008-10-05","",""
"63317","Bavarian Bruisefest","Seeded Bracket","Leavenworth, WA","2015-01-24","2015-01-24","",""
"99499","Bavarian Bruisefest 2","Invitational","Leavenworth, Washington","2016-01-23","2016-01-23","",""
"99498","Bavarian Bruisefest 3","Invitational","Leavenworth, Washington","2017-01-21","2017-01-22","",""
"99497","Bavarian Bruisefest IV","Invitational","Leavenworth, Washington","2018-01-13","2018-01-14","",""
"106737","Bavarian Bruisefest V","Seeded Bracket","Leavenworth, Washington","2019-01-12","2019-01-13","http://www.applecityrollerderby.com/bavarian-bruisefest.html","18707"
"6540","Bay of Reckoning","Western Regional","Oakland, CA","2012-09-21","2012-09-23","http://wftda.com/tournaments/2012/west","3404"
"57844","Beach Brawl 2015","Invitational","Fort Lauderdale, FL","2015-06-12","2015-06-14","http://www.beachbrawl2015.com/","4036"
"74307","Beach Brawl 2016","Invitational","Ft. Lauderdale, FL","2016-05-13","2016-05-15","http://www.beachbrawlrollerderby.com/","4036"
"35522","Beach Brawl International Invitational","Invitational","Fort Lauderdale, FL","2014-05-02","2014-05-04","","4036"
"58515","BEARDi 2014","Invitational","Birmingham, UK","2014-11-29","2014-11-30","https://www.facebook.com/pages/BEARDi/1456637027957678","17631"
"85730","BEARDi 2015","Invitational","Birmingham, UK","2015-12-05","2015-12-06","https://www.facebook.com/pages/BEARDi/1456637027957678","17631"
"33264","Beehive Burnher","Seeded Bracket","Prince George, BC, Canada","2013-07-13","2013-07-14","http://www.beehiveburnher.com/","9832"
"10007","Best of the West 2011","Invitational","Kelowna, British Columbia","2011-06-18","2011-06-19","http://www.kootenayrollerderby.com/ai1ec_event/best-of-the-west-tournament/?instance_id=","9855"
"14739","Best of the West 2012: Klash in the Kootenays","Invitational","Nelson, BC, Canada","2012-06-15","2012-06-17","http://www.kootenayrollerderby.com/klash/","9855"
"59714","Besterns","Seeded Bracket","Denver, CO","2015-05-29","2015-05-31","http://rockymountainrollergirls.com/besterns","3405"
"10427","Big Apple Beatdown","Championship","New York, NY","2011-10-22","2011-10-22","http://www.nyshockexchange.com/mrda-championships/","10393"
"24391","Big Boys Toy Show","Invitational","Wichita, KS","2010-01-23","2010-01-23","","3627"
